equipment_id,available_start_week_iso,available_end_week_iso
none,2025-W02,2026-W47
esd,2025-W02,2026-W47
emc,2025-W02,2026-W47
out_1,2025-W02,2026-W47
out_1,2025-W02,2026-W47
chamber_greenling,2025-W02,2026-W47
chamber_surstroming,2025-W02,2026-W47
chamber_poe,2025-W02,2026-W47
chamber_sardine,2025-W02,2026-W47
chamber_cbi,2025-W02,2025-W10
chamber_cbi,2025-W16,2026-W47
