project_id,project_name,project_leg_id,leg_number,leg_name,priority,start_iso_week
DCC,DCC,DCC_6,6,Water protection,1,2025-W14
DCC,DCC,DCC_2,2,Sequence,5,2025-W12
DCC,DCC,DCC_3,3,Life,2,2025-W26
DCC,DCC,DCC_4,4,VDA,13,2025-W32
