resource_id,utilization_percent
fte_sofia_3,14.92
setup_hengelo_2,15.70
fte_hengelo_4,19.44
fte_hengelo_1,15.30
setup_sofia_2,18.66
setup_sofia_3,13.69
setup_sofia_4,16.28
setup_hengelo_1,15.90
fte_sofia_4,14.67
setup_sofia_1,14.38
fte_hengelo_3,15.07
setup_hengelo_4,17.04
setup_hengelo_3,14.38
fte_hengelo_2,17.85
fte_sofia_2,20.99
fte_sofia_1,17.13
