resource_id,utilization_percent
fte_sofia_1,8.14
fte_hengelo_2,9.24
setup_hengelo_3,12.94
setup_sofia_4,6.66
fte_sofia_4,6.85
fte_hengelo_1,8.01
fte_hengelo_3,9.01
setup_sofia_3,6.45
fte_sofia_2,2.99
fte_sofia_3,4.34
setup_sofia_1,9.14
setup_hengelo_2,11.73
fte_hengelo_4,4.75
setup_sofia_2,6.04
setup_hengelo_4,5.28
setup_hengelo_1,8.18
