resource_id,utilization_percent
fte_hengelo_2,22.82
setup_hengelo_2,20.21
fte_hengelo_1,17.28
setup_sofia_4,21.56
setup_hengelo_1,17.63
fte_hengelo_3,21.53
fte_sofia_3,19.14
setup_sofia_3,18.11
setup_hengelo_3,19.94
fte_sofia_1,20.34
fte_sofia_2,24.17
setup_sofia_1,21.21
setup_sofia_2,17.35
setup_hengelo_4,20.46
fte_sofia_4,20.35
fte_hengelo_4,22.33
