equipment_id,available_start_week_iso,available_end_week_iso
setup_1,2025-W02,2027-W47
setup_2,2025-W02,2027-W47
setup_3,2025-W02,2027-W47
setup_4,2025-W02,2027-W47
setup_5,2025-W02,2027-W47
setup_6,2025-W02,2027-W47
ext_akuvib,2025-W02,2027-W47
