fte_id,test_id,test_name,start,end
fte_sofia_2,mwcu_a7_7_P-03_seq12,P-03,2028-06-08T00:00:00,2028-07-11T00:00:00
fte_sofia_2,mwcu_a7_7_K-02_seq13,K-02,2028-07-11T00:00:00,2028-07-27T00:00:00
fte_sofia_2,mwcu_a7_7_P-03-E_seq14,P-03-E,2028-07-27T00:00:00,2028-08-29T00:00:00
fte_sofia_2,mwcu_a7_7_Leak_seq15,Leak,2028-08-29T00:00:00,2028-09-01T00:00:00
fte_sofia_2,mwcu_a7_2a_Leak_seq30,Leak,2028-09-01T00:00:00,2028-09-04T00:00:00
fte_sofia_2,mwcu_a7_7_P-04_seq16,P-04,2028-09-04T00:00:00,2028-09-20T00:00:00
fte_sofia_3,mwcu_a7_2b_P-03-E_seq1,P-03-E,2026-11-09T00:00:00,2026-12-12T00:00:00
fte_sofia_3,mwcu_a7_3_P-03_seq4,P-03,2027-01-11T00:00:00,2027-02-13T00:00:00
fte_sofia_3,mwcu_a7_7_L-02_seq5,L-02,2027-02-13T00:00:00,2027-05-08T00:00:00
fte_sofia_3,mwcu_a7_7_P-03_seq6,P-03,2027-05-08T00:00:00,2027-06-10T00:00:00
fte_sofia_3,mwcu_a7_2a_K-09_seq10,K-09,2027-06-10T00:00:00,2027-07-01T00:00:00
fte_sofia_3,mwcu_a7_6_K-10_seq4,K-10,2027-07-01T00:00:00,2027-07-07T00:00:00
fte_sofia_3,mwcu_a7_5_M-07_seq7,M-07,2027-07-07T00:00:00,2027-08-09T00:00:00
fte_sofia_3,mwcu_a7_5_P-02_seq8,P-02,2027-09-08T00:00:00,2027-09-14T00:00:00
fte_sofia_3,mwcu_a7_2a_P-02-L_seq16,P-02-L,2027-09-16T00:00:00,2027-09-22T00:00:00
fte_sofia_3,mwcu_a7_3_L-03_seq9,L-03,2027-10-09T00:00:00,2027-11-30T00:00:00
fte_sofia_3,mwcu_a7_6_P-02-L_seq6,P-02-L,2027-11-30T00:00:00,2027-12-06T00:00:00
fte_sofia_3,mwcu_a7_2a_K-12_seq26,K-12,2028-02-03T00:00:00,2028-02-28T00:00:00
fte_sofia_3,mwcu_a7_6_K-12_seq7,K-12,2028-02-28T00:00:00,2028-03-24T00:00:00
fte_sofia_3,mwcu_a7_2a_K-02_seq28,K-02,2028-03-24T00:00:00,2028-04-09T00:00:00
fte_sofia_3,mwcu_a7_5a_P-03-E_seq4,P-03-E,2028-04-26T00:00:00,2028-05-29T00:00:00
fte_sofia_3,mwcu_a7_6_Leak_seq8,Leak,2028-06-05T00:00:00,2028-06-08T00:00:00
fte_sofia_3,mwcu_a7_3_K-02_seq14,K-02,2028-06-11T00:00:00,2028-06-27T00:00:00
fte_sofia_3,mwcu_a7_6_P-04_seq10,P-04,2028-07-14T00:00:00,2028-07-30T00:00:00
fte_sofia_4,mwcu_a7_2a_Leak_seq1,Leak,2026-11-09T00:00:00,2026-11-12T00:00:00
fte_sofia_4,mwcu_a7_6_Leak_seq1,Leak,2026-11-12T00:00:00,2026-11-15T00:00:00
fte_sofia_4,mwcu_a7_3_K-02_seq3,K-02,2026-11-16T00:00:00,2026-12-02T00:00:00
fte_sofia_4,mwcu_a7_2a_K-01_seq2,K-01,2026-12-02T00:00:00,2026-12-06T00:00:00
fte_sofia_4,mwcu_a7_2a_K-04_seq3,K-04,2026-12-06T00:00:00,2026-12-14T00:00:00
fte_sofia_4,mwcu_a7_7_P-03_seq4,P-03,2027-01-11T00:00:00,2027-02-13T00:00:00
fte_sofia_4,mwcu_a7_2a_K-05_seq6,K-05,2027-02-13T00:00:00,2027-03-27T00:00:00
fte_sofia_4,mwcu_a7_2a_P-03-L_seq7,P-03-L,2027-03-27T00:00:00,2027-04-29T00:00:00
fte_sofia_4,mwcu_a7_2a_K-06_seq8,K-06,2027-04-29T00:00:00,2027-05-15T00:00:00
fte_sofia_4,mwcu_a7_4_P-03-E_seq6,P-03-E,2027-05-15T00:00:00,2027-06-17T00:00:00
fte_sofia_4,mwcu_a7_2b_HV S_seq2,HV S,2027-06-18T00:00:00,2027-07-04T00:00:00
fte_sofia_4,mwcu_a7_2a_Leak_seq11,Leak,2027-07-04T00:00:00,2027-07-07T00:00:00
fte_sofia_4,mwcu_a7_2a_P-03-L_seq12,P-03-L,2027-07-07T00:00:00,2027-08-09T00:00:00
fte_sofia_4,mwcu_a7_2a_M-05_seq15,M-05,2027-09-08T00:00:00,2027-09-16T00:00:00
fte_sofia_4,mwcu_a7_2a_M-04_seq17,M-04,2027-09-22T00:00:00,2027-10-08T00:00:00
fte_sofia_4,mwcu_a7_2a_P-03_seq18,P-03,2027-10-09T00:00:00,2027-11-11T00:00:00
fte_sofia_4,mwcu_a7_3_L-03_seq11,L-03,2028-01-10T00:00:00,2028-03-02T00:00:00
fte_sofia_4,mwcu_a7_5a_Leak_seq3,Leak,2028-03-08T00:00:00,2028-03-11T00:00:00
fte_sofia_4,mwcu_a7_3_P-03_seq13,P-03,2028-05-09T00:00:00,2028-06-11T00:00:00
fte_sofia_4,mwcu_a7_3_P-03-E_seq15,P-03-E,2028-06-27T00:00:00,2028-07-30T00:00:00
fte_sofia_4,mwcu_a7_2a_P-04_seq31,P-04,2028-09-04T00:00:00,2028-09-20T00:00:00
