equipment_id,available_start_week_iso,available_end_week_iso
setup_sofia_1,2025-W02,2032-W51
setup_sofia_2,2025-W02,2032-W51
setup_sofia_3,2025-W02,2032-W51
setup_sofia_4,2025-W02,2032-W51
setup_hengelo_1,2025-W02,2032-W51
setup_hengelo_2,2025-W02,2032-W51
setup_hengelo_3,2025-W02,2032-W51
setup_hengelo_4,2025-W02,2032-W51
